,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,model_found,shown_optimal,solver_time_in_sec,saved_size,saved_gas,outcome,forves_checker
0,isolated_block_0_0,DUPN200 SWAPN120 DUPN132 EXCHANGE 3 6,2,4,8,12,,4,0,greedy_not_enabled,False,False,0.1,0,0,unsat,true
