,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH 40 MLOAD PUSH e6c4247b PUSH e0 SHL DUP2 MSTORE PUSH 4 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1,4,15,23,45,,15,0,greedy_not_enabled,0.361,0,0,True,True,PUSH 40 MLOAD PUSH e6c4247b PUSH e0 SHL DUP2 MSTORE PUSH 40 MLOAD DUP1 SWAP2 PUSH 4 ADD SUB SWAP1,15,15,23,45,model,disabled
