,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH 40 MLOAD PUSH [tag] 33 SWAP2 SWAP1 PUSH0 PUSH a0 DUP3 ADD SWAP1 POP DUP3 MLOAD DUP3 MSTORE PUSH 20 DUP4 ADD MLOAD ISZERO ISZERO PUSH 20 DUP4 ADD,4,24,30,70,,24,4,greedy_not_enabled,3.552,4,10,True,True,DUP1 PUSH 40 MLOAD DUP1 PUSH a0 ADD PUSH [tag] 33 SWAP4 DUP1 MLOAD DUP4 MSTORE PUSH 20 ADD MLOAD ISZERO ISZERO DUP3 PUSH 20 ADD,20,20,26,60,model,disabled
1,isolated_block_0_1,PUSH 1 PUSH 1 PUSH 70 SHL SUB PUSH 40 DUP5 ADD MLOAD AND PUSH 40 DUP4 ADD MSTORE PUSH ffffffff PUSH 60 DUP5 ADD MLOAD AND PUSH 60 DUP4 ADD MSTORE PUSH ffffffffffff PUSH 80 DUP5 ADD MLOAD AND PUSH 80 DUP4 ADD MSTORE SWAP3 SWAP2 POP POP,8,38,57,112,,38,3,greedy_not_enabled,5.52,3,7,True,True,SWAP3 SWAP2 PUSH ffffffff DUP2 PUSH 1 PUSH 1 PUSH 70 SHL SUB DUP4 PUSH 40 ADD MLOAD AND DUP5 PUSH 40 ADD MSTORE PUSH 60 ADD MLOAD AND DUP3 PUSH 60 ADD MSTORE PUSH 80 ADD MLOAD PUSH ffffffffffff AND SWAP1 PUSH 80 ADD MSTORE,35,35,54,105,model,disabled
