,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH0 SLOAD PUSH ff NOT AND PUSH0 SSTORE PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 AND ISZERO DUP1 PUSH [tag] 8,4,17,23,5043,,17,0,greedy_not_enabled,0.33,0,0,True,True,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 AND ISZERO DUP1 PUSH [tag] 8 PUSH ff NOT PUSH0 SLOAD AND PUSH0 SSTORE,17,17,23,5043,model,disabled
