,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH 40 MLOAD PUSH [tag] 33 SWAP2 SWAP1 PUSH0 PUSH a0 DUP3 ADD SWAP1 POP DUP3 MLOAD DUP3 MSTORE PUSH 20 DUP4 ADD MLOAD ISZERO ISZERO PUSH 20 DUP4 ADD MSTORE PUSH 1 PUSH 1 PUSH 70 SHL SUB PUSH 40 DUP5 ADD MLOAD AND PUSH 40 DUP4 ADD MSTORE PUSH ffffffff PUSH 60 DUP5 ADD MLOAD AND PUSH 60 DUP4 ADD MSTORE PUSH ffffffffffff PUSH 80 DUP5 ADD MLOAD AND PUSH 80 DUP4 ADD MSTORE SWAP3 SWAP2 POP POP,12,63,88,185,,63,2,greedy_not_enabled,12.929,2,2,True,False,PUSH 40 MLOAD PUSH ffffffffffff DUP3 PUSH ffffffff SWAP4 SWAP4 DUP5 DUP5 DUP6 DUP8 DUP8 DUP10 MLOAD PUSH 1 PUSH 1 PUSH 70 SHL SUB SWAP4 PUSH a0 ADD SWAP11 SWAP2 MSTORE PUSH 20 ADD MLOAD ISZERO ISZERO DUP9 PUSH 20 ADD MSTORE PUSH 40 ADD MLOAD AND SWAP1 PUSH 40 ADD MSTORE PUSH 60 ADD MLOAD AND DUP4 PUSH 60 ADD MSTORE PUSH 80 ADD MLOAD AND SWAP1 PUSH [tag] 33 SWAP2 SWAP1 PUSH 80 ADD MSTORE,61,61,86,183,model,disabled
