,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH 40 MLOAD DUP1 PUSH 4 ADD DUP1 PUSH 80 ADD SWAP2 PUSH 1101335b PUSH e1 SHL SWAP1,2,13,21,39,,13,1,greedy_not_enabled,0.342,1,3,True,True,PUSH 40 MLOAD DUP1 PUSH 4 ADD PUSH 1101335b PUSH e1 SHL DUP2 PUSH 80 ADD SWAP3,12,12,20,36,model,disabled
1,isolated_block_0_1,DUP8 DUP2 MSTORE PUSH 40 DUP2 PUSH 20 ADD MSTORE PUSH 14 DUP2 PUSH 40 ADD MSTORE PUSH 20a0991a1039b4b3b730ba3ab9329032b93937b9 PUSH 61 SHL SWAP1 PUSH 60 ADD MSTORE PUSH [tag] 128,10,21,49,63,,21,0,greedy_not_enabled,1.055,0,0,True,True,PUSH 20a0991a1039b4b3b730ba3ab9329032b93937b9 PUSH 61 SHL DUP2 PUSH 14 DUP11 PUSH [tag] 128 SWAP5 MSTORE PUSH 40 DUP3 PUSH 20 ADD MSTORE DUP2 PUSH 40 ADD MSTORE PUSH 60 ADD MSTORE,21,21,49,63,model,disabled
