,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH 40 MLOAD SWAP2 PUSH 20 DUP3 PUSH 1f ADD DIV PUSH 20 MUL PUSH 20 ADD DUP4 ADD PUSH 40 MSTORE DUP2 DUP4 MSTORE SWAP1 DUP2 SWAP2 DUP2 SWAP1 DUP5 PUSH 20 ADD SWAP1 DUP3 DUP1 DUP3 DUP5,6,32,39,100,,32,3,greedy_not_enabled,6.365,3,9,True,False,PUSH 40 MLOAD SWAP2 SWAP1 DUP1 DUP4 PUSH 20 ADD DUP4 DUP4 PUSH 20 DUP6 PUSH 1f ADD DIV PUSH 20 MUL PUSH 20 ADD DUP8 ADD PUSH 40 MSTORE DUP5 DUP6 DUP9 MSTORE DUP7 DUP5,29,29,36,91,model,disabled
