,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,chosen_block_tag,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome,forves_checker
0,isolated_block_0_0,PUSH 40 MLOAD SWAP2 PUSH 20 DUP3 PUSH 1f ADD DIV PUSH 20 MUL PUSH 20 ADD DUP4 ADD PUSH 40,2,15,21,49,,15,0,greedy_not_enabled,0.445,0,0,True,True,PUSH 40 MLOAD SWAP2 DUP3 PUSH 20 DUP4 PUSH 1f ADD DIV PUSH 20 MUL PUSH 20 ADD ADD PUSH 40,15,15,21,49,model,disabled
1,isolated_block_0_1,DUP2 DUP4 MSTORE SWAP1 DUP2 SWAP2 DUP2 SWAP1 DUP5 PUSH 20 ADD SWAP1 DUP3 DUP1 DUP3 DUP5,4,16,17,48,,16,3,greedy_not_enabled,0.907,3,9,True,True,SWAP1 DUP1 DUP4 DUP2 DUP6 MSTORE PUSH 20 ADD DUP4 DUP3 DUP4 DUP7 DUP5,13,13,14,39,model,disabled
